,id,symbol,name,date,current_price,total_volume
0,basic-attention-token,bat,Basic Attention Token,2020-01-01,0.1808704806413721,50630558.58337104
0,basic-attention-token,bat,Basic Attention Token,2020-01-02,0.19467192365744862,51616080.93482463
0,basic-attention-token,bat,Basic Attention Token,2020-01-03,0.18252314090101182,47563606.40481882
0,basic-attention-token,bat,Basic Attention Token,2020-01-04,0.18617365055834872,51069047.6010244
0,basic-attention-token,bat,Basic Attention Token,2020-01-05,0.18809358711622753,37117399.36675424
0,basic-attention-token,bat,Basic Attention Token,2020-01-06,0.18661081227040185,42134772.19030899
0,basic-attention-token,bat,Basic Attention Token,2020-01-07,0.19051893440390588,47163667.185888276
0,basic-attention-token,bat,Basic Attention Token,2020-01-08,0.19223051236918082,56017945.231288224
0,basic-attention-token,bat,Basic Attention Token,2020-01-09,0.18189925837922974,48372063.743077144
0,basic-attention-token,bat,Basic Attention Token,2020-01-10,0.18409932492934086,48062969.9188577
0,basic-attention-token,bat,Basic Attention Token,2020-01-11,0.1876158793076339,45937673.34717372
0,basic-attention-token,bat,Basic Attention Token,2020-01-12,0.18716930374247512,46498404.264436215
0,basic-attention-token,bat,Basic Attention Token,2020-01-13,0.1894863729526857,41388265.43663693
0,basic-attention-token,bat,Basic Attention Token,2020-01-14,0.18597718008289074,45366863.97032048
0,basic-attention-token,bat,Basic Attention Token,2020-01-15,0.21196273478297525,65734378.58248975
0,basic-attention-token,bat,Basic Attention Token,2020-01-16,0.2179363413406026,101302600.98832798
0,basic-attention-token,bat,Basic Attention Token,2020-01-17,0.21628668631358935,57531991.015297376
0,basic-attention-token,bat,Basic Attention Token,2020-01-18,0.22783673625235287,70590560.12572688
0,basic-attention-token,bat,Basic Attention Token,2020-01-19,0.2226350827847527,61492176.558197826
0,basic-attention-token,bat,Basic Attention Token,2020-01-20,0.21359521589407,55688699.57226263
0,basic-attention-token,bat,Basic Attention Token,2020-01-21,0.22062667394545302,70526091.0360916
0,basic-attention-token,bat,Basic Attention Token,2020-01-22,0.21827258319485307,56128193.69053341
0,basic-attention-token,bat,Basic Attention Token,2020-01-23,0.21863409563544647,45937092.74066882
0,basic-attention-token,bat,Basic Attention Token,2020-01-24,0.20831094621615565,48433865.46331102
0,basic-attention-token,bat,Basic Attention Token,2020-01-25,0.20694514505239953,47068024.32027438
0,basic-attention-token,bat,Basic Attention Token,2020-01-26,0.2048687705784117,42626233.341716826
0,basic-attention-token,bat,Basic Attention Token,2020-01-27,0.21085388600694874,47548510.2050743
0,basic-attention-token,bat,Basic Attention Token,2020-01-28,0.22407338302049282,60411765.76055742
0,basic-attention-token,bat,Basic Attention Token,2020-01-29,0.22177159404136623,69274132.94078977
0,basic-attention-token,bat,Basic Attention Token,2020-01-30,0.21784448588195948,64749534.87123874
0,basic-attention-token,bat,Basic Attention Token,2020-01-31,0.2238861930770755,62362232.322395764
0,basic-attention-token,bat,Basic Attention Token,2020-02-01,0.21828617151607457,56692832.935756795
0,basic-attention-token,bat,Basic Attention Token,2020-02-02,0.22341088310760135,49197463.73335826
0,basic-attention-token,bat,Basic Attention Token,2020-02-03,0.22158835723117395,55771870.69097599
0,basic-attention-token,bat,Basic Attention Token,2020-02-04,0.23463573350218636,62618496.263192184
0,basic-attention-token,bat,Basic Attention Token,2020-02-05,0.2428313925490095,95865451.09978199
0,basic-attention-token,bat,Basic Attention Token,2020-02-06,0.2502984441841932,86811700.82807708
0,basic-attention-token,bat,Basic Attention Token,2020-02-07,0.26297983855445073,100658758.18587485
0,basic-attention-token,bat,Basic Attention Token,2020-02-08,0.26293116133748473,83379299.53397588
0,basic-attention-token,bat,Basic Attention Token,2020-02-09,0.2546467035000381,68168860.45303956
0,basic-attention-token,bat,Basic Attention Token,2020-02-10,0.27216269730026327,93900394.54029545
0,basic-attention-token,bat,Basic Attention Token,2020-02-11,0.26380282636899527,99090383.91241132
0,basic-attention-token,bat,Basic Attention Token,2020-02-12,0.29100084919856606,148734457.88683635
0,basic-attention-token,bat,Basic Attention Token,2020-02-13,0.3044172550418037,145836105.9567245
0,basic-attention-token,bat,Basic Attention Token,2020-02-14,0.2956025111140077,130064914.85677606
0,basic-attention-token,bat,Basic Attention Token,2020-02-15,0.3099283322408127,114433831.1368874
0,basic-attention-token,bat,Basic Attention Token,2020-02-16,0.27827628806210597,107622274.02801119
0,basic-attention-token,bat,Basic Attention Token,2020-02-17,0.264195532103269,93513016.26605631
0,basic-attention-token,bat,Basic Attention Token,2020-02-18,0.2670907794355477,94027657.87658651
0,basic-attention-token,bat,Basic Attention Token,2020-02-19,0.2806803564742216,91566163.79981256
0,basic-attention-token,bat,Basic Attention Token,2020-02-20,0.2574611737027497,75365248.00008662
0,basic-attention-token,bat,Basic Attention Token,2020-02-21,0.2569055890741368,80715030.38900581
0,basic-attention-token,bat,Basic Attention Token,2020-02-22,0.2657460361244711,77023443.32694097
0,basic-attention-token,bat,Basic Attention Token,2020-02-23,0.26908645597525593,73044745.81888677
0,basic-attention-token,bat,Basic Attention Token,2020-02-24,0.27552272516450027,82138316.66165149
0,basic-attention-token,bat,Basic Attention Token,2020-02-25,0.25603331199415774,79282299.2951531
0,basic-attention-token,bat,Basic Attention Token,2020-02-26,0.23690587571158733,82430586.09735572
0,basic-attention-token,bat,Basic Attention Token,2020-02-27,0.2186548848587535,85060147.82739711
0,basic-attention-token,bat,Basic Attention Token,2020-02-28,0.22021668053706364,71574776.63574232
0,basic-attention-token,bat,Basic Attention Token,2020-02-29,0.21637720938686392,65053830.09085451
0,basic-attention-token,bat,Basic Attention Token,2020-03-01,0.21238778862106625,56178221.23044925
0,basic-attention-token,bat,Basic Attention Token,2020-03-02,0.21042455467336263,53030738.32136294
0,basic-attention-token,bat,Basic Attention Token,2020-03-03,0.22700041792021639,65040742.4590689
0,basic-attention-token,bat,Basic Attention Token,2020-03-04,0.22252544417987602,57924469.35482678
0,basic-attention-token,bat,Basic Attention Token,2020-03-05,0.23028474805442126,64776602.67804728
0,basic-attention-token,bat,Basic Attention Token,2020-03-06,0.23492432168875713,72427875.81461704
0,basic-attention-token,bat,Basic Attention Token,2020-03-07,0.24223486948945758,96048122.30815417
0,basic-attention-token,bat,Basic Attention Token,2020-03-08,0.2273309011105548,65441263.36064591
0,basic-attention-token,bat,Basic Attention Token,2020-03-09,0.19462013844701848,67337010.7367428
0,basic-attention-token,bat,Basic Attention Token,2020-03-10,0.1945041282148788,76701784.35386443
0,basic-attention-token,bat,Basic Attention Token,2020-03-11,0.2026762365584319,80677480.6744999
0,basic-attention-token,bat,Basic Attention Token,2020-03-12,0.1999162856635588,86896952.54061177
0,basic-attention-token,bat,Basic Attention Token,2020-03-13,0.11030827511230444,55746815.79566387
0,basic-attention-token,bat,Basic Attention Token,2020-03-14,0.13274836375748966,78897700.33835563
0,basic-attention-token,bat,Basic Attention Token,2020-03-15,0.12571830865496286,59329988.007358335
0,basic-attention-token,bat,Basic Attention Token,2020-03-16,0.12285450508576459,59021866.873930424
0,basic-attention-token,bat,Basic Attention Token,2020-03-17,0.11225200717618594,61621724.75282624
0,basic-attention-token,bat,Basic Attention Token,2020-03-18,0.11863860589330621,63843673.53324144
0,basic-attention-token,bat,Basic Attention Token,2020-03-19,0.11873999788494549,64821316.0016432
0,basic-attention-token,bat,Basic Attention Token,2020-03-20,0.1368566529551281,78739501.72530372
0,basic-attention-token,bat,Basic Attention Token,2020-03-21,0.1350445089424666,75676764.40956773
0,basic-attention-token,bat,Basic Attention Token,2020-03-22,0.13705763940021556,64507968.30251818
0,basic-attention-token,bat,Basic Attention Token,2020-03-23,0.1244218241784132,58504406.49418975
0,basic-attention-token,bat,Basic Attention Token,2020-03-24,0.1341760584199724,67506693.77432597
0,basic-attention-token,bat,Basic Attention Token,2020-03-25,0.15282890692794712,86281184.45231818
0,basic-attention-token,bat,Basic Attention Token,2020-03-26,0.14744397335459894,88120411.71920006
0,basic-attention-token,bat,Basic Attention Token,2020-03-27,0.15415838132535273,74916206.54534073
0,basic-attention-token,bat,Basic Attention Token,2020-03-28,0.14168166262004045,65192303.310446925
0,basic-attention-token,bat,Basic Attention Token,2020-03-29,0.13833234295391308,61897772.03050795
0,basic-attention-token,bat,Basic Attention Token,2020-03-30,0.13076651377861923,59114192.17773555
0,basic-attention-token,bat,Basic Attention Token,2020-03-31,0.14060479665742084,77404158.58205898
0,basic-attention-token,bat,Basic Attention Token,2020-04-01,0.1407365605105902,66899719.42844531
0,basic-attention-token,bat,Basic Attention Token,2020-04-02,0.14298015616564208,64781467.6811903
0,basic-attention-token,bat,Basic Attention Token,2020-04-03,0.14478856497089374,72495325.62673151
0,basic-attention-token,bat,Basic Attention Token,2020-04-04,0.14562026051484042,66312203.83029089
0,basic-attention-token,bat,Basic Attention Token,2020-04-05,0.14747526114177756,64760504.45889786
0,basic-attention-token,bat,Basic Attention Token,2020-04-06,0.14548666244977623,66209537.76616898
0,basic-attention-token,bat,Basic Attention Token,2020-04-07,0.16201045022586985,89941656.97524251
0,basic-attention-token,bat,Basic Attention Token,2020-04-08,0.16179160255928307,89859799.45184192
0,basic-attention-token,bat,Basic Attention Token,2020-04-09,0.16757786655656867,93100685.94412073
0,basic-attention-token,bat,Basic Attention Token,2020-04-10,0.17134456759128103,116082241.46526818
0,basic-attention-token,bat,Basic Attention Token,2020-04-11,0.16052074091796623,90615583.98032092
0,basic-attention-token,bat,Basic Attention Token,2020-04-12,0.1599619170685772,78801557.15297674
0,basic-attention-token,bat,Basic Attention Token,2020-04-13,0.15977710165635123,77460175.96946609
0,basic-attention-token,bat,Basic Attention Token,2020-04-14,0.15827719845087754,75052449.6115087
0,basic-attention-token,bat,Basic Attention Token,2020-04-15,0.1653038886387809,92450969.00145854
0,basic-attention-token,bat,Basic Attention Token,2020-04-16,0.15498830921203915,81070779.92242719
0,basic-attention-token,bat,Basic Attention Token,2020-04-17,0.16276588594483443,93139584.42254007
0,basic-attention-token,bat,Basic Attention Token,2020-04-18,0.16596517084074452,84803808.97587138
0,basic-attention-token,bat,Basic Attention Token,2020-04-19,0.17095925254057603,92677181.2574701
0,basic-attention-token,bat,Basic Attention Token,2020-04-20,0.1646031722633294,82242047.18058993
0,basic-attention-token,bat,Basic Attention Token,2020-04-21,0.1584825941765837,100815969.15259907
0,basic-attention-token,bat,Basic Attention Token,2020-04-22,0.1583117909283615,77473557.64776129
0,basic-attention-token,bat,Basic Attention Token,2020-04-23,0.1642950725225364,81965936.8274335
0,basic-attention-token,bat,Basic Attention Token,2020-04-24,0.16834385704580693,110409887.78733043
0,basic-attention-token,bat,Basic Attention Token,2020-04-25,0.17816819070315654,90068496.86660036
0,basic-attention-token,bat,Basic Attention Token,2020-04-26,0.18113033961821076,79057737.33860704
0,basic-attention-token,bat,Basic Attention Token,2020-04-27,0.18199865747226934,106078318.98357774
0,basic-attention-token,bat,Basic Attention Token,2020-04-28,0.18212785935713283,91741767.14883882
0,basic-attention-token,bat,Basic Attention Token,2020-04-29,0.1823398093641588,109454795.65915886
0,basic-attention-token,bat,Basic Attention Token,2020-04-30,0.1934538292224299,109765188.87061836
0,basic-attention-token,bat,Basic Attention Token,2020-05-01,0.18220939827761848,109395243.70044813
0,basic-attention-token,bat,Basic Attention Token,2020-05-02,0.1867052249013849,94708525.20075215
0,basic-attention-token,bat,Basic Attention Token,2020-05-03,0.18982152013905004,90420770.51255247
0,basic-attention-token,bat,Basic Attention Token,2020-05-04,0.1825349637021525,87877897.90078169
0,basic-attention-token,bat,Basic Attention Token,2020-05-05,0.18672240626266645,95523597.17593008
0,basic-attention-token,bat,Basic Attention Token,2020-05-06,0.1828002394786557,88708518.72730353
