id;name;year_established;country;description;url;image;has_trading_incentive;trust_score;trust_score_rank;trade_volume_24h_btc;trade_volume_24h_btc_normalized
korbit;Korbit;2013.0;South Korea;;https://www.korbit.co.kr/;https://assets.coingecko.com/markets/images/28/small/korbit-logo.png?1584091827;0.0;7;78;451.4851110884866;451.4851110884866
independent_reserve;Independent Reserve;2013.0;Australia;;https://www.independentreserve.com/;https://assets.coingecko.com/markets/images/389/small/x_V5Jquo_400x400.png?1556071437;0.0;7;79;437.7381083160395;437.7381083160395
coinjar;CoinJar Exchange;2013.0;United Kingdom;"CoinJar is the simplest way to buy, sell and spend cryptocurrency. Founded in 2013, our mission is to create best-in-class apps and products that make cryptocurrencies such as Bitcoin and Ethereum accessible and easy-to-use for everyone, every day. CoinJar has processed billions of dollars in transactions and is used by hundreds of thousands cryptocurrency traders and investors.

CoinJar is one of the first crypto exchanges in the world to be officially registered with the UK’s Financial Conduct Authority (FCA). CoinJar is also an official partner with the Premier League’s Brentford FC and Australia’s oldest football club (and 2021 champions), the Melbourne Demons.

CoinJar's highly rated iOS and Android apps allow users to trade cryptocurrencies on the go, while CoinJar Exchange and CoinJar OTC Trading Desk cater for professional traders, as well as individuals and institutions looking to make larger transactions.

CoinJar provides free and almost instant deposits and withdrawals using Faster Payments Services in the UK and Osko / PayID / NPP in Australia, allowing new customers to start trading in minutes across AUD, GBP and 30 cryptocurrencies. You can also buy crypto instantly using a Visa or Mastercard.

CoinJar’s fees start at 0% for market orders on exchange.coinjar.com and go up to 2% for credit and debit card purchases – one of the lowest rates worldwide.

CoinJar Card Mastercard is a fully-featured Mastercard – with both Apple Pay and Google Pay integration – that lets customers make purchases by converting their cryptocurrencies into AUD or GBP, everywhere Mastercard is accepted.

Designed for ASX and FTSE listed companies, CoinJar Clear is a white-label cryptocurrency solution used by stock trading, cashback, buy now pay later and other financial services companies.";https://www.coinjar.com/;https://assets.coingecko.com/markets/images/176/small/coinjar.png?1559276302;0.0;7;80;367.70237176119633;367.70237176119633
coinfield;Coinfield;;Canada;;https://www.coinfield.com/;https://assets.coingecko.com/markets/images/188/small/coinfield.jpg?1529816716;0.0;7;81;317.8118644408833;317.8118644408833
bitazza;Bitazza;2021.0;;Bitazza is ASEAN's locally-based digital asset platform. ;https://trade.bitazza.com/gl/exchange/;https://assets.coingecko.com/markets/images/837/small/btzlogo200x200_darkgreen.png?1648702264;0.0;7;82;286.39455600253535;286.39455600253535
maiar;Maiar;2021.0;;"The Maiar Decentralized Exchange (DEX) is the Automated Market Maker (AMM), rearchitecting some of the key elements to build a product that can leverage the entire 
performance of the Elrond architecture, to offer global, near-instant, inexpensive transactions among an expanding suite of assets.

The essence of current versions of automated market makers is best expressed through the constant product equation: x * y = k

Based on it, if a swap pool owns some units of token x and some units of token y, it prices trades so that the quantities of x and y resulting after the trade, when multiplied, are equal to a fixed constant, k.

But current AMM performance could be significantly improved by rebuilding them on 
vastly more scalable architectures.

By reimagining an automated market maker on top of a highly scalable architecture that is high bandwidth, low latency, and inexpensive, the performance of the swap processes can be drastically improved. With significantly better performance, the scope of AMMs can be rapidly expanded, giving birth to new mark";https://maiar.exchange/;https://assets.coingecko.com/markets/images/741/small/maiar-dex.png?1638433160;0.0;7;83;202.05706565234584;202.05706565234584
coinlist;Coinlist;2020.0;United States;"CoinList is where early adopters invest and trade in high quality crypto assets before they land on other exchanges, including Filecoin, Celo, Solana, Nervos, Dfinity, Algorand, and many more.

CoinList Trade is a fully-featured crypto spot exchange, built on battle-tested infrastructure and backed by some of the biggest names in the space. It will support the best new cryptoassets early in their lifecycles, as well as, most large cap established crypto. ";https://pro.coinlist.co/;https://assets.coingecko.com/markets/images/587/small/CoinList.png?1601540662;0.0;7;84;70.0876816980768;70.0876816980768
kuna;Kuna Exchange;;United Kingdom;;https://kuna.io/;https://assets.coingecko.com/markets/images/97/small/kuna_exchange.png?1545126178;0.0;7;85;65.03003944774827;65.03003944774827
zaif;Zaif;2015.0;Japan;;https://zaif.jp/;https://assets.coingecko.com/markets/images/99/small/zaif.png?1519627467;;7;86;59.4328766700773;59.4328766700773
lcx;LCX Exchange;2020.0;Liechtenstein;The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.;https://exchange.lcx.com/;https://assets.coingecko.com/markets/images/638/small/LCX.jpg?1616748175;0.0;7;87;2.021902042137099;2.021902042137099
cybex;Cybex DEX;2017.0;;;https://dex.cybex.io/;https://assets.coingecko.com/markets/images/186/small/cybex.jpg?1529814811;0.0;7;88;0.24605741596365202;0.24605741596365202
btcex;BTCEX;2021.0;Canada;BTCEX is a highly extensible digital asset trading platform, which provides spot, spot leverage, futures, perpetual contracts, and USDT-settled options. In addition, it also supports multi-product portfolio margin models to improve the utilization of user funds.;https://www.btcex.com;https://assets.coingecko.com/markets/images/753/small/C8tiQdwL_400x400.jpg?1641348961;0.0;6;89;49982.94366191025;49982.94366191025
uniswap;Uniswap (v3);2018.0;;;https://app.uniswap.org/#/swap;https://assets.coingecko.com/markets/images/665/small/uniswap-v3.png?1620241698;0.0;6;90;38970.3848000339;38970.3848000339
bitforex;Bitforex;2018.0;Seychelles;;https://www.bitforex.com/;https://assets.coingecko.com/markets/images/214/small/BitForex-Logo.png?1573808227;0.0;6;91;34346.96499707521;34346.96499707521
bingx;BingX;;;"Founded in 2018, BingX is a crypto social trading exchange that offers spot, derivatives and copy trading services to more than 100 countries worldwide.

BingX prides itself as the people's exchange by unlocking the fast-growing cryptocurrency market for everyone, connecting users with experts traders and a platform to invest in a simple, engaging and transparent way.";https://bingx.com/en-us/;https://assets.coingecko.com/markets/images/812/small/YtFwQwJr_400x400.jpg?1646056092;0.0;6;92;14379.256082508842;14379.256082508842
bitcoin_com;FMFW.io;2019.0;Bahamas;"The mission of FMFW.io is to empower people from all over the world to trade cryptocurrencies with ease and confidence, from first-time traders to advanced trading professionals. With high liquidity, 24/7 multilingual support and dozens of trading pairs, complemented with a high level of security, we offer an attractive platform for trading any cryptocurrency. Within one year since launch, on average, our exchange has been visited by more than 500K active traders per month, and this number continues to grow as you read this sentence. 

Key Features:

- Enjoy more than 130 available trading pairs
- Cutting-edge matching engine technologies
- Up 5x and 10x leverage for more than 29 markets
- Deep liquidity
- User-friendly trading terminal
- Tight spreads
- Consistent trading competitions and giveaways";https://fmfw.io/;https://assets.coingecko.com/markets/images/467/small/fmfw.png?1635491491;0.0;6;93;68836.75840906368;12525.75363948889
coinflex;CoinFLEX;2019.0;Seychelles;;https://coinflex.com/;https://assets.coingecko.com/markets/images/446/small/CoinFlex.png?1579227306;0.0;6;94;86532.98977096727;11977.877235023321
pancakeswap_new;PancakeSwap (v2);2020.0;;;https://pancakeswap.finance;https://assets.coingecko.com/markets/images/687/small/pancakeswap.jpeg?1626060212;0.0;6;95;10207.661581648892;10207.661581648892
probit;ProBit Global;2017.0;Seychelles;;https://www.probit.com/;https://assets.coingecko.com/markets/images/370/small/probit.png?1594886584;0.0;6;96;4573.029306527513;4573.029306527513
tokpie;Tokpie;2018.0;Hong Kong;;https://tokpie.io/;https://assets.coingecko.com/markets/images/436/small/logo_circle_100x100.png?1562226767;0.0;6;97;4483.913752587366;4136.856137124886
quoine;Liquid;2014.0;Japan;;https://liquid.com;https://assets.coingecko.com/markets/images/40/small/liquid.png?1536133472;0.0;6;98;3699.177135727303;3699.177135727303
uniswap_v2;Uniswap (v2);2018.0;;;https://app.uniswap.org/#/swap?use=V2;https://assets.coingecko.com/markets/images/535/small/256x256_Black-1.png?1590893262;0.0;6;99;3339.250540562191;3339.250540562191
biswap;Biswap;;;;https://biswap.org/;https://assets.coingecko.com/markets/images/745/small/biswap.png?1639495669;0.0;6;100;2898.118113330019;2898.118113330019
