id;symbol;name;date;current_price;total_volume
waves;waves;Waves;2020-01-01;1.011314677267319;80100537.50958888
waves;waves;Waves;2020-01-02;1.048537268947032;79977435.86116384
waves;waves;Waves;2020-01-03;0.9541815075748614;64786984.6795445
waves;waves;Waves;2020-01-04;0.9551243387141036;71614476.4970698
waves;waves;Waves;2020-01-05;0.9450787078323388;53343238.52597214
waves;waves;Waves;2020-01-06;0.885075574728598;51193017.26673316
waves;waves;Waves;2020-01-07;0.8936128595947618;57600894.695623934
waves;waves;Waves;2020-01-08;0.8895367795819819;57836552.72084862
waves;waves;Waves;2020-01-09;0.8493984252660749;37902737.684656054
waves;waves;Waves;2020-01-10;0.8231549869432323;39205686.292797625
waves;waves;Waves;2020-01-11;0.8284099514820742;39974051.92241964
waves;waves;Waves;2020-01-12;0.8508805806320872;56254546.18692919
waves;waves;Waves;2020-01-13;0.8450428883604851;45811312.16401653
waves;waves;Waves;2020-01-14;0.8628138433732794;49658273.75166229
waves;waves;Waves;2020-01-15;0.8735592204703713;58210957.27486356
waves;waves;Waves;2020-01-16;0.8960316496381987;71853790.3186001
waves;waves;Waves;2020-01-17;0.8740596678236806;59006038.660315976
waves;waves;Waves;2020-01-18;0.8928384632831644;68993626.63189575
waves;waves;Waves;2020-01-19;0.880579083176821;66660087.89004308
waves;waves;Waves;2020-01-20;0.8867896254512767;72120367.77766001
waves;waves;Waves;2020-01-21;0.8703946288260548;69067022.41668336
waves;waves;Waves;2020-01-22;0.8714982512533855;61705803.60927132
waves;waves;Waves;2020-01-23;0.8835498823225479;63849167.510664515
waves;waves;Waves;2020-01-24;0.8745128281997525;78237854.3664355
waves;waves;Waves;2020-01-25;0.8557264576674227;66497110.949711755
waves;waves;Waves;2020-01-26;0.847214889209998;52668759.54196534
waves;waves;Waves;2020-01-27;0.8698717169675156;58464189.37521348
waves;waves;Waves;2020-01-28;0.8631867029845592;61554806.60189353
waves;waves;Waves;2020-01-29;0.8895499202774834;65242340.06124739
waves;waves;Waves;2020-01-30;0.8699122235060829;77557729.15283975
waves;waves;Waves;2020-01-31;0.8639133014413609;66149301.5219914
waves;waves;Waves;2020-02-01;0.8808356975519404;81905577.3651546
waves;waves;Waves;2020-02-02;0.9083179037304949;66900556.92625968
waves;waves;Waves;2020-02-03;0.9553463394149913;88530040.78619952
waves;waves;Waves;2020-02-04;0.9832093232355352;79453244.98582484
